"Country or Area","Year","Item","Value"
"Republic of Korea","1983","Gross fixed capital formation (including Acquisitions less disposals of valuables)","20611900000000"
"Republic of Korea","1983","Changes in inventories","1498300000000"
"Republic of Korea","1983","Exports of goods and services","18984600000000"
"Republic of Korea","1983","Imports of goods and services","20442100000000"
"Republic of Korea","1983","Gross Domestic Product (GDP)","68080100000000"
"Republic of Korea","1982","Final consumption expenditure","42028700000000"
"Republic of Korea","1982","Household consumption expenditure (including Non-profit institutions serving households)","35278600000000"
"Republic of Korea","1982","General government final consumption expenditure","6750100000000"
"Republic of Korea","1982","Gross capital formation","18312800000000"
"Republic of Korea","1982","Gross fixed capital formation (including Acquisitions less disposals of valuables)","17015100000000"
"Republic of Korea","1982","Changes in inventories","1297700000000"
"Republic of Korea","1982","Exports of goods and services","15678100000000"
"Republic of Korea","1982","Imports of goods and services","18825000000000"
"Republic of Korea","1982","Gross Domestic Product (GDP)","57286600000000"
"Republic of Korea","1981","Final consumption expenditure","37177600000000"
"Republic of Korea","1981","Household consumption expenditure (including Non-profit institutions serving households)","31181600000000"
"Republic of Korea","1981","General government final consumption expenditure","5996000000000"
"Republic of Korea","1981","Gross capital formation","15973800000000"
"Republic of Korea","1981","Gross fixed capital formation (including Acquisitions less disposals of valuables)","14427400000000"
"Republic of Korea","1981","Changes in inventories","1546400000000"
"Republic of Korea","1981","Exports of goods and services","14871100000000"
"Republic of Korea","1981","Imports of goods and services","18472900000000"
"Republic of Korea","1981","Gross Domestic Product (GDP)","49669800000000"
"Republic of Korea","1980","Final consumption expenditure","29646200000000"
"Republic of Korea","1980","Household consumption expenditure (including Non-profit institutions serving households)","24916700000000"
"Republic of Korea","1980","General government final consumption expenditure","4729500000000"
"Republic of Korea","1980","Gross capital formation","13518700000000"
"Republic of Korea","1980","Gross fixed capital formation (including Acquisitions less disposals of valuables)","13059200000000"
"Republic of Korea","1980","Changes in inventories","459500000000"
"Republic of Korea","1980","Exports of goods and services","11297500000000"
"Republic of Korea","1980","Imports of goods and services","14734700000000"
"Republic of Korea","1980","Gross Domestic Product (GDP)","39725100000000"
"Republic of Korea","1979","Final consumption expenditure","22624700000000"
"Republic of Korea","1979","Household consumption expenditure (including Non-profit institutions serving households)","19439600000000"
"Republic of Korea","1979","General government final consumption expenditure","3185100000000"
"Republic of Korea","1979","Gross capital formation","12142400000000"
"Republic of Korea","1979","Gross fixed capital formation (including Acquisitions less disposals of valuables)","11170400000000"
"Republic of Korea","1979","Changes in inventories","972000000000"
"Republic of Korea","1979","Exports of goods and services","7664700000000"
"Republic of Korea","1979","Imports of goods and services","10009000000000"
"Republic of Korea","1979","Gross Domestic Product (GDP)","32402300000000"
"Republic of Korea","1978","Final consumption expenditure","17510000000000"
"Republic of Korea","1978","Household consumption expenditure (including Non-profit institutions serving households)","15016700000000"
"Republic of Korea","1978","General government final consumption expenditure","2493300000000"
"Republic of Korea","1978","Gross capital formation","8674400000000"
"Republic of Korea","1978","Gross fixed capital formation (including Acquisitions less disposals of valuables)","8435400000000"
"Republic of Korea","1978","Changes in inventories","239000000000"
"Republic of Korea","1978","Exports of goods and services","6287600000000"
"Republic of Korea","1978","Imports of goods and services","7350600000000"
"Republic of Korea","1978","Gross Domestic Product (GDP)","25154500000000"
"Republic of Korea","1977","Final consumption expenditure","13350200000000"
"Republic of Korea","1977","Household consumption expenditure (including Non-profit institutions serving households)","11361500000000"
"Republic of Korea","1977","General government final consumption expenditure","1988700000000"
"Republic of Korea","1977","Gross capital formation","5602100000000"
"Republic of Korea","1977","Gross fixed capital formation (including Acquisitions less disposals of valuables)","5451300000000"
"Republic of Korea","1977","Changes in inventories","150800000000"
"Republic of Korea","1977","Exports of goods and services","4847200000000"
"Republic of Korea","1977","Imports of goods and services","5187300000000"
"Republic of Korea","1977","Gross Domestic Product (GDP)","18608100000000"
"Republic of Korea","1976","Final consumption expenditure","10879300000000"
"Republic of Korea","1976","Household consumption expenditure (including Non-profit institutions serving households)","9315500000000"
"Republic of Korea","1976","General government final consumption expenditure","1563800000000"
"Republic of Korea","1976","Gross capital formation","3999700000000"
"Republic of Korea","1976","Gross fixed capital formation (including Acquisitions less disposals of valuables)","3818800000000"
"Republic of Korea","1976","Changes in inventories","180900000000"
"Republic of Korea","1976","Exports of goods and services","3695100000000"
"Republic of Korea","1976","Imports of goods and services","4102900000000"
"Republic of Korea","1976","Gross Domestic Product (GDP)","14472800000000"
"Republic of Korea","1975","Final consumption expenditure","8455000000000"
"Republic of Korea","1975","Household consumption expenditure (including Non-profit institutions serving households)","7285700000000"
"Republic of Korea","1975","General government final consumption expenditure","1169300000000"
"Republic of Korea","1975","Gross capital formation","3007700000000"
"Republic of Korea","1975","Gross fixed capital formation (including Acquisitions less disposals of valuables)","2871200000000"
"Republic of Korea","1975","Changes in inventories","136500000000"
"Republic of Korea","1975","Exports of goods and services","2388400000000"
"Republic of Korea","1975","Imports of goods and services","3303200000000"
"Republic of Korea","1975","Gross Domestic Product (GDP)","10543600000000"
"Republic of Korea","1974","Final consumption expenditure","6203000000000"
"Republic of Korea","1974","Household consumption expenditure (including Non-profit institutions serving households)","5443700000000"
"Republic of Korea","1974","General government final consumption expenditure","759300000000"
"Republic of Korea","1974","Gross capital formation","2577000000000"
"Republic of Korea","1974","Gross fixed capital formation (including Acquisitions less disposals of valuables)","2151200000000"
"Republic of Korea","1974","Changes in inventories","425800000000"
"Republic of Korea","1974","Exports of goods and services","1757300000000"
"Republic of Korea","1974","Imports of goods and services","2632400000000"
"Republic of Korea","1974","Gross Domestic Product (GDP)","7905000000000"
"Republic of Korea","1973","Final consumption expenditure","4289600000000"
"Republic of Korea","1973","Household consumption expenditure (including Non-profit institutions serving households)","3798600000000"
"Republic of Korea","1973","General government final consumption expenditure","491000000000"
"Republic of Korea","1973","Gross capital formation","1437700000000"
"Republic of Korea","1973","Gross fixed capital formation (including Acquisitions less disposals of valuables)","1344400000000"
"Republic of Korea","1973","Changes in inventories","93300000000"
"Republic of Korea","1973","Exports of goods and services","1322400000000"
"Republic of Korea","1973","Imports of goods and services","1528500000000"
"Republic of Korea","1973","Gross Domestic Product (GDP)","5527300000000"
"Republic of Korea","1972","Final consumption expenditure","3551600000000"
"Republic of Korea","1972","Household consumption expenditure (including Non-profit institutions serving households)","3104800000000"
"Republic of Korea","1972","General government final consumption expenditure","446800000000"
"Republic of Korea","1972","Gross capital formation","916700000000"
"Republic of Korea","1972","Gross fixed capital formation (including Acquisitions less disposals of valuables)","915600000000"
"Republic of Korea","1972","Changes in inventories","1100000000"
"Republic of Korea","1972","Exports of goods and services","708400000000"
"Republic of Korea","1972","Imports of goods and services","915100000000"
"Republic of Korea","1972","Gross Domestic Product (GDP)","4267700000000"
"Republic of Korea","1971","Final consumption expenditure","2942400000000"
"Republic of Korea","1971","Household consumption expenditure (including Non-profit institutions serving households)","2592400000000"
"Republic of Korea","1971","General government final consumption expenditure","350000000000"
"Republic of Korea","1971","Gross capital formation","858700000000"
"Republic of Korea","1971","Gross fixed capital formation (including Acquisitions less disposals of valuables)","803100000000"
"Republic of Korea","1971","Changes in inventories","55600000000"
"Republic of Korea","1971","Exports of goods and services","435800000000"
"Republic of Korea","1971","Imports of goods and services","791200000000"
"Republic of Korea","1971","Gross Domestic Product (GDP)","3438000000000"
"Republic of Korea","1970","Final consumption expenditure","2338800000000"
"Republic of Korea","1970","Household consumption expenditure (including Non-profit institutions serving households)","2062100000000"
"Republic of Korea","1970","General government final consumption expenditure","276700000000"
"Republic of Korea","1970","Gross capital formation","736200000000"
"Republic of Korea","1970","Gross fixed capital formation (including Acquisitions less disposals of valuables)","722900000000"
"Republic of Korea","1970","Changes in inventories","13300000000"
"Republic of Korea","1970","Exports of goods and services","319900000000"
"Republic of Korea","1970","Imports of goods and services","590700000000"
"Republic of Korea","1970","Gross Domestic Product (GDP)","2796600000000"
"Singapore","2021","Final consumption expenditure","226782800000"
"Singapore","2021","Household consumption expenditure (including Non-profit institutions serving households)","165182700000"
"Singapore","2021","General government final consumption expenditure","61600100000"
"Singapore","2021","Gross capital formation","129878000000"
"Singapore","2021","Gross fixed capital formation (including Acquisitions less disposals of valuables)","123614700000"
"Singapore","2021","Changes in inventories","6263300000"
"Singapore","2021","Exports of goods and services","985823600000"
"Singapore","2021","Imports of goods and services","818557900000"
"Singapore","2021","Gross Domestic Product (GDP)","533351900000"
"Singapore","2020","Final consumption expenditure","214117800000"
"Singapore","2020","Household consumption expenditure (including Non-profit institutions serving households)","155396100000"
"Singapore","2020","General government final consumption expenditure","58721700000"
"Singapore","2020","Gross capital formation","106972800000"
"Singapore","2020","Gross fixed capital formation (including Acquisitions less disposals of valuables)","100145900000"
"Singapore","2020","Changes in inventories","6826900000"
"Singapore","2020","Exports of goods and services","865707600000"
"Singapore","2020","Imports of goods and services","714660200000"
"Singapore","2020","Gross Domestic Product (GDP)","476404800000"
"Singapore","2019","Final consumption expenditure","234649000000"
"Singapore","2019","Household consumption expenditure (including Non-profit institutions serving households)","182010000000"
"Singapore","2019","General government final consumption expenditure","52639000000"
"Singapore","2019","Gross capital formation","126421600000"
"Singapore","2019","Gross fixed capital formation (including Acquisitions less disposals of valuables)","117430200000"
"Singapore","2019","Changes in inventories","8991400000"
"Singapore","2019","Exports of goods and services","897788900000"
"Singapore","2019","Imports of goods and services","750572700000"
"Singapore","2019","Gross Domestic Product (GDP)","512219900000"
"Singapore","2018","Final consumption expenditure","225813000000"
"Singapore","2018","Household consumption expenditure (including Non-profit institutions serving households)","175098300000"
"Singapore","2018","General government final consumption expenditure","50714700000"
"Singapore","2018","Gross capital formation","126067700000"
"Singapore","2018","Gross fixed capital formation (including Acquisitions less disposals of valuables)","114160000000"
"Singapore","2018","Changes in inventories","11907700000"
"Singapore","2018","Exports of goods and services","897962400000"
"Singapore","2018","Imports of goods and services","751191000000"
"Singapore","2018","Gross Domestic Product (GDP)","508495100000"
"Singapore","2017","Final consumption expenditure","215181400000"
"Singapore","2017","Household consumption expenditure (including Non-profit institutions serving households)","166873900000"
"Singapore","2017","General government final consumption expenditure","48307500000"
"Singapore","2017","Gross capital formation","129486600000"
"Singapore","2017","Gross fixed capital formation (including Acquisitions less disposals of valuables)","119813300000"
"Singapore","2017","Changes in inventories","9673300000"
"Singapore","2017","Exports of goods and services","812277400000"
"Singapore","2017","Imports of goods and services","687124400000"
"Singapore","2017","Gross Domestic Product (GDP)","473915700000"
"Singapore","2016","Final consumption expenditure","205807500000"
"Singapore","2016","Household consumption expenditure (including Non-profit institutions serving households)","160597100000"
"Singapore","2016","General government final consumption expenditure","45210400000"
"Singapore","2016","Gross capital formation","116628900000"
"Singapore","2016","Gross fixed capital formation (including Acquisitions less disposals of valuables)","114703200000"
"Singapore","2016","Changes in inventories","1925700000"
"Singapore","2016","Exports of goods and services","725765200000"
"Singapore","2016","Imports of goods and services","610307600000"
"Singapore","2016","Gross Domestic Product (GDP)","440467000000"
"Singapore","2015","Final consumption expenditure","200496500000"
"Singapore","2015","Household consumption expenditure (including Non-profit institutions serving households)","157343700000"
"Singapore","2015","General government final consumption expenditure","43152800000"
"Singapore","2015","Gross capital formation","107356700000"
"Singapore","2015","Gross fixed capital formation (including Acquisitions less disposals of valuables)","115271100000"
"Singapore","2015","Changes in inventories","-7914400000"
"Singapore","2015","Exports of goods and services","755359100000"
"Singapore","2015","Imports of goods and services","639768100000"
"Singapore","2015","Gross Domestic Product (GDP)","423444100000"
"Singapore","2014","Final consumption expenditure","188364900000"
"Singapore","2014","Household consumption expenditure (including Non-profit institutions serving households)","149942100000"
"Singapore","2014","General government final consumption expenditure","38422800000"
"Singapore","2014","Gross capital formation","117410400000"
"Singapore","2014","Gross fixed capital formation (including Acquisitions less disposals of valuables)","112216900000"
"Singapore","2014","Changes in inventories","5193500000"
"Singapore","2014","Exports of goods and services","765794600000"
"Singapore","2014","Imports of goods and services","672282200000"
"Singapore","2014","Gross Domestic Product (GDP)","398947900000"
"Singapore","2013","Final consumption expenditure","181188000000"
"Singapore","2013","Household consumption expenditure (including Non-profit institutions serving households)","143685400000"
"Singapore","2013","General government final consumption expenditure","37502600000"
"Singapore","2013","Gross capital formation","115382200000"
"Singapore","2013","Gross fixed capital formation (including Acquisitions less disposals of valuables)","106024900000"
"Singapore","2013","Changes in inventories","9357300000"
"Singapore","2013","Exports of goods and services","750796500000"
"Singapore","2013","Imports of goods and services","661838300000"
"Singapore","2013","Gross Domestic Product (GDP)","384870300000"
"Singapore","2012","Final consumption expenditure","170238900000"
"Singapore","2012","Household consumption expenditure (including Non-profit institutions serving households)","137573700000"
"Singapore","2012","General government final consumption expenditure","32665200000"
"Singapore","2012","Gross capital formation","107913100000"
"Singapore","2012","Gross fixed capital formation (including Acquisitions less disposals of valuables)","97466000000"
"Singapore","2012","Changes in inventories","10447100000"
"Singapore","2012","Exports of goods and services","725443900000"
"Singapore","2012","Imports of goods and services","636104600000"
"Singapore","2012","Gross Domestic Product (GDP)","368770500000"
"Singapore","2011","Final consumption expenditure","161110800000"
"Singapore","2011","Household consumption expenditure (including Non-profit institutions serving households)","128655500000"
"Singapore","2011","General government final consumption expenditure","32455300000"
"Singapore","2011","Gross capital formation","93787100000"
"Singapore","2011","Gross fixed capital formation (including Acquisitions less disposals of valuables)","88772800000"
"Singapore","2011","Changes in inventories","5014300000"
"Singapore","2011","Exports of goods and services","714428300000"
"Singapore","2011","Imports of goods and services","617602600000"
"Singapore","2011","Gross Domestic Product (GDP)","351367900000"
"Singapore","2010","Final consumption expenditure","150507000000"
"Singapore","2010","Household consumption expenditure (including Non-profit institutions serving households)","118817500000"
"Singapore","2010","General government final consumption expenditure","31689500000"
"Singapore","2010","Gross capital formation","90436900000"
"Singapore","2010","Gross fixed capital formation (including Acquisitions less disposals of valuables)","83607900000"
"Singapore","2010","Changes in inventories","6829000000"
"Singapore","2010","Exports of goods and services","647417200000"
"Singapore","2010","Imports of goods and services","561381000000"
"Singapore","2010","Gross Domestic Product (GDP)","326980100000"
"Singapore","2009","Final consumption expenditure","138466200000"
"Singapore","2009","Household consumption expenditure (including Non-profit institutions serving households)","110424500000"
"Singapore","2009","General government final consumption expenditure","28041700000"
"Singapore","2009","Gross capital formation","77291700000"
"Singapore","2009","Gross fixed capital formation (including Acquisitions less disposals of valuables)","81435400000"
"Singapore","2009","Changes in inventories","-4143700000"
"Singapore","2009","Exports of goods and services","538935600000"
"Singapore","2009","Imports of goods and services","472581200000"
"Singapore","2009","Gross Domestic Product (GDP)","282394500000"
"Singapore","2008","Final consumption expenditure","137146500000"
"Singapore","2008","Household consumption expenditure (including Non-profit institutions serving households)","109442200000"
"Singapore","2008","General government final consumption expenditure","27704300000"
"Singapore","2008","Gross capital formation","82619900000"
"Singapore","2008","Gross fixed capital formation (including Acquisitions less disposals of valuables)","76645900000"
"Singapore","2008","Changes in inventories","5974000000"
"Singapore","2008","Exports of goods and services","627309200000"
"Singapore","2008","Imports of goods and services","570710600000"
"Singapore","2008","Gross Domestic Product (GDP)","273941600000"
"Singapore","2007","Final consumption expenditure","125173900000"
"Singapore","2007","Household consumption expenditure (including Non-profit institutions serving households)","100259900000"
"Singapore","2007","General government final consumption expenditure","24914000000"
"Singapore","2007","Gross capital formation","62900300000"
"Singapore","2007","Gross fixed capital formation (including Acquisitions less disposals of valuables)","66471900000"
"Singapore","2007","Changes in inventories","-3571600000"
"Singapore","2007","Exports of goods and services","580244300000"
"Singapore","2007","Imports of goods and services","494970900000"
"Singapore","2007","Gross Domestic Product (GDP)","272697600000"
"Singapore","2006","Final consumption expenditure","113387000000"
"Singapore","2006","Household consumption expenditure (including Non-profit institutions serving households)","89990900000"
"Singapore","2006","General government final consumption expenditure","23396100000"
"Singapore","2006","Gross capital formation","52850600000"
"Singapore","2006","Gross fixed capital formation (including Acquisitions less disposals of valuables)","54521300000"
"Singapore","2006","Changes in inventories","-1670700000"
"Singapore","2006","Exports of goods and services","538530900000"
"Singapore","2006","Imports of goods and services","466002200000"
"Singapore","2006","Gross Domestic Product (GDP)","236158800000"
"Singapore","2005","Final consumption expenditure","105819100000"
"Singapore","2005","Household consumption expenditure (including Non-profit institutions serving households)","84765600000"
"Singapore","2005","General government final consumption expenditure","21053500000"
"Singapore","2005","Gross capital formation","45750200000"
"Singapore","2005","Gross fixed capital formation (including Acquisitions less disposals of valuables)","49326200000"
"Singapore","2005","Changes in inventories","-3576000000"
"Singapore","2005","Exports of goods and services","478966400000"
"Singapore","2005","Imports of goods and services","415386000000"
"Singapore","2005","Gross Domestic Product (GDP)","212723000000"
"Singapore","2004","Final consumption expenditure","101721700000"
"Singapore","2004","Household consumption expenditure (including Non-profit institutions serving households)","81658800000"
"Singapore","2004","General government final consumption expenditure","20062900000"
"Singapore","2004","Gross capital formation","44510500000"
"Singapore","2004","Gross fixed capital formation (including Acquisitions less disposals of valuables)","47211100000"
"Singapore","2004","Changes in inventories","-2700600000"
"Singapore","2004","Exports of goods and services","415992700000"
"Singapore","2004","Imports of goods and services","364701900000"
"Singapore","2004","Gross Domestic Product (GDP)","194433000000"
"Singapore","2003","Final consumption expenditure","96881200000"
"Singapore","2003","Household consumption expenditure (including Non-profit institutions serving households)","77463800000"
"Singapore","2003","General government final consumption expenditure","19417400000"
"Singapore","2003","Gross capital formation","29302000000"
"Singapore","2003","Gross fixed capital formation (including Acquisitions less disposals of valuables)","42131900000"
"Singapore","2003","Changes in inventories","-12829900000"
"Singapore","2003","Exports of goods and services","344635400000"
"Singapore","2003","Imports of goods and services","297080900000"
"Singapore","2003","Gross Domestic Product (GDP)","170117900000"
"Singapore","2002","Final consumption expenditure","96142700000"
"Singapore","2002","Household consumption expenditure (including Non-profit institutions serving households)","76523500000"
"Singapore","2002","General government final consumption expenditure","19619200000"
"Singapore","2002","Gross capital formation","41546500000"
"Singapore","2002","Gross fixed capital formation (including Acquisitions less disposals of valuables)","44326600000"
"Singapore","2002","Changes in inventories","-2780100000"
"Singapore","2002","Exports of goods and services","305027200000"
"Singapore","2002","Imports of goods and services","274495300000"
"Singapore","2002","Gross Domestic Product (GDP)","165698100000"
"Singapore","2001","Final consumption expenditure","93080200000"
"Singapore","2001","Household consumption expenditure (including Non-profit institutions serving households)","74401500000"
"Singapore","2001","General government final consumption expenditure","18678700000"
"Singapore","2001","Gross capital formation","44419600000"
"Singapore","2001","Gross fixed capital formation (including Acquisitions less disposals of valuables)","49692800000"
"Singapore","2001","Changes in inventories","-5273200000"
"Singapore","2001","Exports of goods and services","294250400000"
"Singapore","2001","Imports of goods and services","267710300000"
"Singapore","2001","Gross Domestic Product (GDP)","160885600000"
"Singapore","2000","Final consumption expenditure","86724100000"
"Singapore","2000","Household consumption expenditure (including Non-profit institutions serving households)","69325800000"
"Singapore","2000","General government final consumption expenditure","17398300000"
"Singapore","2000","Gross capital formation","58259600000"
"Singapore","2000","Gross fixed capital formation (including Acquisitions less disposals of valuables)","53542900000"
"Singapore","2000","Changes in inventories","4716700000"
"Singapore","2000","Exports of goods and services","311970100000"
"Singapore","2000","Imports of goods and services","291535600000"
"Singapore","2000","Gross Domestic Product (GDP)","165632400000"
"Singapore","1999","Final consumption expenditure","75007700000"
"Singapore","1999","Household consumption expenditure (including Non-profit institutions serving households)","61279300000"
"Singapore","1999","General government final consumption expenditure","13728400000"
"Singapore","1999","Gross capital formation","47812100000"
"Singapore","1999","Gross fixed capital formation (including Acquisitions less disposals of valuables)","50564700000"
"Singapore","1999","Changes in inventories","-2752600000"
"Singapore","1999","Exports of goods and services","258494000000"
"Singapore","1999","Imports of goods and services","233623500000"
"Singapore","1999","Gross Domestic Product (GDP)","146252500000"
"Singapore","1998","Final consumption expenditure","70225300000"
"Singapore","1998","Household consumption expenditure (including Non-profit institutions serving households)","56604300000"
"Singapore","1998","General government final consumption expenditure","13621000000"
"Singapore","1998","Gross capital formation","45180300000"
"Singapore","1998","Gross fixed capital formation (including Acquisitions less disposals of valuables)","54544300000"
"Singapore","1998","Changes in inventories","-9364000000"
"Singapore","1998","Exports of goods and services","239298300000"
"Singapore","1998","Imports of goods and services","208457100000"
"Singapore","1998","Gross Domestic Product (GDP)","143474900000"
"Singapore","1997","Final consumption expenditure","72161700000"
"Singapore","1997","Household consumption expenditure (including Non-profit institutions serving households)","59138900000"
"Singapore","1997","General government final consumption expenditure","13022800000"
"Singapore","1997","Gross capital formation","56744900000"
"Singapore","1997","Gross fixed capital formation (including Acquisitions less disposals of valuables)","57136500000"
"Singapore","1997","Changes in inventories","-391600000"
"Singapore","1997","Exports of goods and services","251684200000"
"Singapore","1997","Imports of goods and services","229786900000"
"Singapore","1997","Gross Domestic Product (GDP)","148664400000"
"Singapore","1996","Final consumption expenditure","67040700000"
"Singapore","1996","Household consumption expenditure (including Non-profit institutions serving households)","54883400000"
"Singapore","1996","General government final consumption expenditure","12157300000"
"Singapore","1996","Gross capital formation","47576500000"
"Singapore","1996","Gross fixed capital formation (including Acquisitions less disposals of valuables)","51427500000"
"Singapore","1996","Changes in inventories","-3851000000"
"Singapore","1996","Exports of goods and services","238483300000"
"Singapore","1996","Imports of goods and services","216249700000"
"Singapore","1996","Gross Domestic Product (GDP)","135777200000"
"Singapore","1995","Final consumption expenditure","61136300000"
"Singapore","1995","Household consumption expenditure (including Non-profit institutions serving households)","50866600000"
"Singapore","1995","General government final consumption expenditure","10269700000"
"Singapore","1995","Gross capital formation","42169800000"
"Singapore","1995","Gross fixed capital formation (including Acquisitions less disposals of valuables)","41304600000"
"Singapore","1995","Changes in inventories","865200000"
"Singapore","1995","Exports of goods and services","225429100000"
"Singapore","1995","Imports of goods and services","204540900000"
"Singapore","1995","Gross Domestic Product (GDP)","124463300000"
"Singapore","1994","Final consumption expenditure","57559700000"
"Singapore","1994","Household consumption expenditure (including Non-profit institutions serving households)","48363300000"
"Singapore","1994","General government final consumption expenditure","9196400000"
"Singapore","1994","Gross capital formation","37044300000"
"Singapore","1994","Gross fixed capital formation (including Acquisitions less disposals of valuables)","37544000000"
"Singapore","1994","Changes in inventories","-499700000"
"Singapore","1994","Exports of goods and services","187059600000"
"Singapore","1994","Imports of goods and services","168859200000"
"Singapore","1994","Gross Domestic Product (GDP)","112555400000"
"Singapore","1993","Final consumption expenditure","51542100000"
"Singapore","1993","Household consumption expenditure (including Non-profit institutions serving households)","42716800000"
"Singapore","1993","General government final consumption expenditure","8825300000"
"Singapore","1993","Gross capital formation","36429400000"
"Singapore","1993","Gross fixed capital formation (including Acquisitions less disposals of valuables)","33924600000"
"Singapore","1993","Changes in inventories","2504800000"
"Singapore","1993","Exports of goods and services","158293200000"
"Singapore","1993","Imports of goods and services","148613600000"
"Singapore","1993","Gross Domestic Product (GDP)","97923100000"
"Singapore","1992","Final consumption expenditure","44290300000"
"Singapore","1992","Household consumption expenditure (including Non-profit institutions serving households)","36795100000"
"Singapore","1992","General government final consumption expenditure","7495200000"
"Singapore","1992","Gross capital formation","30160000000"
"Singapore","1992","Gross fixed capital formation (including Acquisitions less disposals of valuables)","29890600000"
"Singapore","1992","Changes in inventories","269400000"
"Singapore","1992","Exports of goods and services","137338000000"
"Singapore","1992","Imports of goods and services","127029000000"
"Singapore","1992","Gross Domestic Product (GDP)","84920200000"
"Singapore","1991","Final consumption expenditure","41227400000"
"Singapore","1991","Household consumption expenditure (including Non-profit institutions serving households)","33963300000"
"Singapore","1991","General government final consumption expenditure","7264100000"
"Singapore","1991","Gross capital formation","26688800000"
"Singapore","1991","Gross fixed capital formation (including Acquisitions less disposals of valuables)","26032800000"
"Singapore","1991","Changes in inventories","656000000"
"Singapore","1991","Exports of goods and services","132380900000"
"Singapore","1991","Imports of goods and services","122009800000"
"Singapore","1991","Gross Domestic Product (GDP)","78542800000"
"Singapore","1990","Final consumption expenditure","38132700000"
"Singapore","1990","Household consumption expenditure (including Non-profit institutions serving households)","31425400000"
"Singapore","1990","General government final consumption expenditure","6707300000"
"Singapore","1990","Gross capital formation","25132700000"
"Singapore","1990","Gross fixed capital formation (including Acquisitions less disposals of valuables)","22361700000"
"Singapore","1990","Changes in inventories","2771000000"
"Singapore","1990","Exports of goods and services","124907100000"
"Singapore","1990","Imports of goods and services","117820600000"
"Singapore","1990","Gross Domestic Product (GDP)","70492300000"
"Singapore","1989","Final consumption expenditure","34062900000"
"Singapore","1989","Household consumption expenditure (including Non-profit institutions serving households)","28095700000"
"Singapore","1989","General government final consumption expenditure","5967200000"
"Singapore","1989","Gross capital formation","20882100000"
"Singapore","1989","Gross fixed capital formation (including Acquisitions less disposals of valuables)","19423000000"
"Singapore","1989","Changes in inventories","1459100000"
"Singapore","1989","Exports of goods and services","109923500000"
"Singapore","1989","Imports of goods and services","103168100000"
"Singapore","1989","Gross Domestic Product (GDP)","61308500000"
"Singapore","1988","Final consumption expenditure","30092400000"
"Singapore","1988","Household consumption expenditure (including Non-profit institutions serving households)","24825800000"
"Singapore","1988","General government final consumption expenditure","5266600000"
"Singapore","1988","Gross capital formation","17850800000"
"Singapore","1988","Gross fixed capital formation (including Acquisitions less disposals of valuables)","16187600000"
"Singapore","1988","Changes in inventories","1663200000"
"Singapore","1988","Exports of goods and services","98697000000"
"Singapore","1988","Imports of goods and services","93588300000"
"Singapore","1988","Gross Domestic Product (GDP)","53432300000"
"Singapore","1987","Final consumption expenditure","26711700000"
"Singapore","1987","Household consumption expenditure (including Non-profit institutions serving households)","21467500000"
"Singapore","1987","General government final consumption expenditure","5244200000"
"Singapore","1987","Gross capital formation","16634400000"
"Singapore","1987","Gross fixed capital formation (including Acquisitions less disposals of valuables)","14741100000"
"Singapore","1987","Changes in inventories","1893300000"
"Singapore","1987","Exports of goods and services","74702700000"
"Singapore","1987","Imports of goods and services","73350700000"
"Singapore","1987","Gross Domestic Product (GDP)","45549500000"
"Singapore","1986","Final consumption expenditure","24230100000"
"Singapore","1986","Household consumption expenditure (including Non-profit institutions serving households)","19048200000"
"Singapore","1986","General government final consumption expenditure","5181900000"
"Singapore","1986","Gross capital formation","14949600000"
"Singapore","1986","Gross fixed capital formation (including Acquisitions less disposals of valuables)","14365000000"
"Singapore","1986","Changes in inventories","584600000"
"Singapore","1986","Exports of goods and services","60820100000"
"Singapore","1986","Imports of goods and services","59742400000"
"Singapore","1986","Gross Domestic Product (GDP)","40892700000"
"Singapore","1985","Final consumption expenditure","23760200000"
"Singapore","1985","Household consumption expenditure (including Non-profit institutions serving households)","18287000000"
"Singapore","1985","General government final consumption expenditure","5473200000"
"Singapore","1985","Gross capital formation","16794300000"
"Singapore","1985","Gross fixed capital formation (including Acquisitions less disposals of valuables)","16667900000"
"Singapore","1985","Changes in inventories","126400000"
"Singapore","1985","Exports of goods and services","62202300000"
"Singapore","1985","Imports of goods and services","62079800000"
"Singapore","1985","Gross Domestic Product (GDP)","40862800000"
"Singapore","1984","Final consumption expenditure","22596300000"
"Singapore","1984","Household consumption expenditure (including Non-profit institutions serving households)","18168100000"
"Singapore","1984","General government final consumption expenditure","4428200000"
"Singapore","1984","Gross capital formation","19583100000"
"Singapore","1984","Gross fixed capital formation (including Acquisitions less disposals of valuables)","19288000000"
"Singapore","1984","Changes in inventories","295100000"
"Singapore","1984","Exports of goods and services","65293100000"
"Singapore","1984","Imports of goods and services","65374600000"
"Singapore","1984","Gross Domestic Product (GDP)","41730400000"
"Singapore","1983","Final consumption expenditure","20715000000"
"Singapore","1983","Household consumption expenditure (including Non-profit institutions serving households)","16638100000"
"Singapore","1983","General government final consumption expenditure","4076900000"
"Singapore","1983","Gross capital formation","17678200000"
"Singapore","1983","Gross fixed capital formation (including Acquisitions less disposals of valuables)","17546600000"
"Singapore","1983","Changes in inventories","131600000"
"Singapore","1983","Exports of goods and services","63505700000"
"Singapore","1983","Imports of goods and services","63283400000"
"Singapore","1983","Gross Domestic Product (GDP)","38058000000"
